Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
04-09-2020,8:00 AM,81055,3062,100213,100204.0,9.0,16096,3.0554918024607587,80.8827198068115,16.06178839072775
05-09-2020,8:00 AM,82273,3076,101533,101533.0,0.0,16184,3.029556892832872,81.03079786867325,15.939645238493888
06-09-2020,8:00 AM,83419,3091,102844,102835.0,9.0,16334,3.0055229279296802,81.11216988837462,15.882307183695696
07-09-2020,8:00 AM,84631,3105,104179,104170.0,9.0,16443,2.9804471150615766,81.23614164082973,15.783411244108697
08-09-2020,8:00 AM,85907,3120,105509,105500.0,9.0,16482,2.957093707645793,81.42149010984845,15.621416182505756
09-09-2020,8:00 AM,87352,3133,106804,106804.0,0.0,16319,2.9334107336803865,81.78719898131156,15.279390285008052
10-09-2020,8:00 AM,88688,3149,108133,108132.0,1.0,16296,2.9121544764318013,82.0175154670637,15.070330056504492
11-09-2020,8:00 AM,90103,3164,109465,109465.0,0.0,16198,2.8904215959439092,82.31215456995386,14.797423834102224
12-09-2020,8:00 AM,91343,3180,110809,110800.0,9.0,16286,2.869802994341615,82.43283487803336,14.697362127625013
13-09-2020,8:00 AM,92678,3195,112174,112165.0,9.0,16301,2.8482536060049566,82.61985843421826,14.531887959776776
14-09-2020,8:00 AM,93883,3210,113500,113500.0,0.0,16407,2.8281938325991187,82.71629955947137,14.455506607929516
15-09-2020,8:00 AM,95138,3227,114834,114834.0,0.0,16469,2.810143337339116,82.84828535102844,14.341571311632443
16-09-2020,8:00 AM,96582,3244,116183,116183.0,0.0,16357,2.792146871745436,83.12920134615219,14.078651782102373
17-09-2020,8:00 AM,98029,3256,117547,117547.0,0.0,16262,2.7699558474482546,83.39557793903715,13.834466213514593
18-09-2020,8:00 AM,99681,3270,118926,118926.0,0.0,15975,2.7496090005549667,83.81766812976137,13.43272286968367
19-09-2020,8:00 AM,100974,3286,120336,120336.0,0.0,16076,2.7306874085892834,83.91005185480654,13.359260736604176
20-09-2020,8:00 AM,102444,3302,121768,121768.0,0.0,16022,2.711714079232639,84.1304776295907,13.157808291176664
21-09-2020,8:00 AM,103648,3319,123175,123175.0,0.0,16208,2.6945402882078344,84.14694540288208,13.158514308910089
22-09-2020,8:00 AM,104964,3336,124605,124605.0,0.0,16305,2.6772601420488744,84.23739015288311,13.085349705068014
23-09-2020,8:00 AM,106285,3352,126007,126007.0,0.0,16370,2.6601696731133986,84.34848857603149,12.991341750855112
24-09-2020,8:00 AM,107574,3367,127379,127379.0,0.0,16438,2.6432928504698574,84.45191122555524,12.904795923974909
25-09-2020,8:00 AM,109079,3381,128787,128787.0,0.0,16327,2.625264972396282,84.6972132280432,12.677521799560514
26-09-2020,8:00 AM,110358,3393,130229,130229.0,0.0,16478,2.6054104692503204,84.74149383009929,12.653095700650393
27-09-2020,8:00 AM,111777,3406,131646,131646.0,0.0,16463,2.5872415417103447,84.90725126475547,12.505507193534173
28-09-2020,8:00 AM,113008,3416,133057,133057.0,0.0,16633,2.567320772300593,84.93202161479667,12.50065761290274
29-09-2020,8:00 AM,114344,3428,134461,134461.0,0.0,16689,2.5494381270405544,85.03878448025822,12.411777392701229
30-09-2020,8:00 AM,115727,3439,135842,135842.0,0.0,16676,2.5316176145816462,85.1923558251498,12.276026560268548
