Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
03-09-2020,8:00 AM,380063,7516,439959,439950.0,9.0,52380,1.7083410045026923,86.38600415038674,11.905654845110567
04-09-2020,8:00 AM,386173,7608,445851,445842.0,9.0,52070,1.7063996716391798,86.61481077759163,11.678789550769203
05-09-2020,8:00 AM,392507,7687,451827,451818.0,9.0,51633,1.7013148837940184,86.87108118815388,11.42760392805211
06-09-2020,8:00 AM,398366,7748,457697,457688.0,9.0,51583,1.6928229811425461,87.03705726714398,11.27011975171347
07-09-2020,8:00 AM,404186,7836,463480,463471.0,9.0,51458,1.6906878398204885,87.20678346422716,11.10252869595236
08-09-2020,8:00 AM,410116,7925,469256,469247.0,9.0,51215,1.6888436162776819,87.39707110830763,10.914085275414699
09-09-2020,8:00 AM,416715,8012,474940,474931.0,9.0,50213,1.686949930517539,87.74055670189918,10.572493367583274
10-09-2020,8:00 AM,423231,8090,480524,480515.0,9.0,49203,1.683578759853826,88.07697430305251,10.239446937093673
11-09-2020,8:00 AM,429416,8154,486052,486043.0,9.0,48482,1.677598281665336,88.34774880053986,9.974652917794803
12-09-2020,8:00 AM,435422,8231,491571,491562.0,9.0,47918,1.6744274987743377,88.57764188692985,9.747930614295798
13-09-2020,8:00 AM,441649,8307,497066,497057.0,9.0,47110,1.6712066405668462,88.85117871670965,9.477614642723502
14-09-2020,8:00 AM,447366,8381,502759,502750.0,9.0,47012,1.667001485801348,88.98219624114138,9.350802273057269
15-09-2020,8:00 AM,453165,8434,508511,508510.0,1.0,46912,1.6585678579224443,89.116066319116,9.225365822961548
16-09-2020,8:00 AM,458900,8502,514208,514208.0,0.0,46806,1.6534165162735703,89.24404132179974,9.10254216192669
17-09-2020,8:00 AM,464668,8559,519860,519851.0,9.0,46633,1.6464048012926558,89.38329550263533,8.970299696072018
18-09-2020,8:00 AM,470192,8618,525420,525411.0,9.0,46610,1.64021164021164,89.4887899204446,8.870998439343763
19-09-2020,8:00 AM,475717,8685,530908,530908.0,0.0,46506,1.6358766490616077,89.60441357071282,8.759709780225576
20-09-2020,8:00 AM,481273,8751,536477,536468.0,9.0,46453,1.6311976095899732,89.70990368645813,8.658898703951893
21-09-2020,8:00 AM,486479,8811,541993,541993.0,0.0,46703,1.6256667521536257,89.75743229156096,8.616900956285413
22-09-2020,8:00 AM,491971,8871,547337,547337.0,0.0,46495,1.6207564991951942,89.88447702238292,8.494766478421885
23-09-2020,8:00 AM,497377,8947,552674,552674.0,0.0,46350,1.6188566858582092,89.99464422064364,8.386499093498156
24-09-2020,8:00 AM,502740,9010,557999,557999.0,0.0,46249,1.6146982342262262,90.09693565759078,8.28836610818299
25-09-2020,8:00 AM,508210,9076,563691,563691.0,0.0,46405,1.6101019885007921,90.15755085676372,8.232347154735486
26-09-2020,8:00 AM,513836,9148,569370,569370.0,0.0,46386,1.6066880938581238,90.24641270175809,8.146899204383793
27-09-2020,8:00 AM,519448,9233,575017,575017.0,0.0,46336,1.605691657811856,90.33611180191194,8.058196540276201
